left_s1_ki,left_e1_kp,left_e1_kd,left_e1_ki,left_w0_kp,left_w2_ki,left_w0_kd,left_w0_ki,left_e0_kp,left_w1_ki,left_w1_kd,left_e0_kd,left_e0_ki,left_w1_kp,left_s0_ki,left_s1_kd,left_w2_kp,left_s0_kd,left_s1_kp,error,left_s0_kp,left_w2_kd
1.0000000000000002,16.0,0.36,2.2,3.0,2.31,0.5,0.2,11.0,1.81,0.15,0.22,2.0,2.9,0.19,0.9000000000000001,2.8,1.4000000000000001,100.0,15124.22758785748,80.0,0.11000000000000001
