left_s1_ki,left_e1_kp,left_e1_kd,left_e1_ki,left_w0_kp,left_w2_ki,left_w0_kd,left_w0_ki,left_e0_kp,left_w1_ki,left_w1_kd,left_e0_kd,left_e0_ki,left_w1_kp,temperature,left_s0_ki,left_s1_kd,left_w2_kp,left_s0_kd,left_s1_kp,error,left_s0_kp,left_w2_kd
1.0,16.0,0.26,2.1,2.0,2.31,0.5,0.1,10.0,1.71,0.15,0.12,2.1,1.9,100.0,0.29,1.0,1.8,1.4,100.0,40567.241741604928,80.0,0.11
